"accuratePass" "lostCorners" "goalsConceded" "saves" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "totalTackle" "penGoalsConceded" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "blockedScoringAtt" "totalScoringAtt" "totalThrows" "totalSubOff" "shotOffTarget" "wonCorners" "cornerTaken" "penaltyConceded" "yellowCard" "ontargetScoringAtt" "fouls" "wonTackle" "wasFouled" "goals" "totalSubOn" "stats[2, ]" "totalOffside" "local" "id_partido" "penaltyWon" "goalAssist" "cleanSheet" "ownGoals" "penaltySave" "secondYellow" "redCard"
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "6vaes8xerqmau0zlmrvi3286h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "9ylecebp7rg0sb751a1kgsqfp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "c8jqnf6qf93zkyzdxtz20tgix" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "e8a6zd5aiettm4bdg7c6azhed" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA "10" NA "0" "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "bibuxh4qtt5zr3er5o8pssvzd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
"1" NA NA NA NA NA "1" NA "1" NA "3" NA "0" "2018-08-17Z" "czxw0bxygisaeqe410s72wf3e" "Netherlands U20" "c7g57qdm32fl14ipjwwvos0d1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "5f8sbykpiec4n02tdueg9fuqy" NA NA NA NA NA NA NA
"17" "1" "1" "7" NA "7" "29" "1" NA NA "90" NA "1" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "3eb2tx4nx4etwvuo3bnnl3lk9" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"64" NA "1" NA NA NA "82" "1" NA NA "90" NA "3" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "f30p9xqwupzhhiitqubpi79bd" "Defender" NA "2" "14" NA NA "1" "1" NA "1" "2" "1" NA "9" NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"40" "2" NA NA NA NA "44" "1" "1" NA "45" NA "6" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "757os3ykn2cuocj7tr4dqnw89" "Defender" NA NA NA "1" NA NA NA NA NA NA NA "1" NA NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"55" "1" "1" NA NA NA "70" "1" "2" NA "90" "2" "5" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "5mcszf3yuxwxcggl8ds2v1a7d" "Defender" NA NA NA NA NA NA NA NA NA NA "2" "2" "2" NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"32" NA "1" NA NA NA "47" "1" "1" NA "90" "3" "2" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "2iu88022lwj2uxr1hn0og7qax" "Defender" NA NA "17" NA NA NA NA NA NA NA NA "1" NA NA NA NA "1" TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"25" NA "1" NA NA NA "26" "1" "1" NA "60" NA "4" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "85cmw667ykiku1pzcj07jreg9" "Defensive Midfielder" NA NA NA "1" NA NA NA NA NA NA "2" NA "2" NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"39" NA "1" NA NA NA "51" "1" "4" NA "90" NA "11" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "dm9vc2mqtbb982sx6kkd992ax" "Midfielder" NA NA NA NA NA "1" "3" NA NA NA NA "3" "1" NA NA NA "1" TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"14" NA "1" NA NA NA "18" "1" "1" NA "61" NA "10" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "ccy7sflcnyiaf9c9j4c9p92ax" "Midfielder" NA "3" NA "1" "2" NA NA NA NA "1" NA "1" NA NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"36" NA "1" NA NA NA "43" "1" "2" NA "90" NA "8" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "cjgr7t23bk1l43hegrkmtslih" "Midfielder" NA "1" NA NA NA "1" NA NA NA "1" "1" "1" "2" NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"17" NA "1" NA NA NA "22" "1" "2" NA "90" NA "7" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "1wlzoku6j132t554imm0co99l" "Midfielder" "1" "5" NA NA "3" "1" NA NA NA "1" NA "2" "4" "1" NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"25" NA "1" NA NA NA "31" "1" "1" NA "90" NA "9" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "ct4fyrkcvk3i01xiz1wpsyuw9" "Striker" NA "1" NA NA "1" NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "alr6k5xokhqe1xi6a5kdyj7x1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "d7ajth6q3ebg8yrf65uqc8xrd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "d5bxuur2kfq41jjx5coxnop9l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"9" NA NA NA NA NA "11" NA NA NA "29" NA "0" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8jjzpbk3j5fxeorh9o5rwdzhl" "Substitute" NA "1" NA NA NA NA NA NA NA "1" "2" NA "1" NA "1" NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" "1" NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "eko9p1p9gjg7gxjla6chb6i95" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "6wn8b28z58phojo0llfp291at" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8yebzwn5wynngu33kqcsh1fbp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"16" NA "1" NA NA NA "22" NA NA NA "45" "1" "0" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "3taxlkn9lb7otwvgbx9gyo82x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA "1" NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"13" NA NA NA NA NA "18" NA "2" NA "30" NA "0" "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8b0298g1v7is9trk01ruzvmy1" "Substitute" NA NA NA NA NA NA NA NA NA NA "1" "2" "1" NA "1" NA NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "2iov14xe52swx77rz85oa3dss" "France U20" "apyrn1qvctg6lic36h20kc9ux" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"25" "1" "1" "5" "1" "9" "33" "1" NA "1" "90" NA "1" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "6vqain7mmp94wueprv9aj5xp1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"21" "1" "1" NA NA NA "36" "1" NA "1" "90" "3" "3" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "b3i5okqaspq6w7w456ab4cxjp" "Defender" NA NA "10" NA NA NA NA NA NA NA "2" NA NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"42" NA "1" NA NA NA "51" "1" "1" "1" "90" "3" "6" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "e6s5iphbrws04dxrvw0xqd7f9" "Defender" "1" "1" "1" NA NA NA NA "1" NA NA "2" NA NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"41" "1" "1" NA NA NA "47" "1" NA "1" "90" "8" "5" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "230r9tcwg89z5b9kxdqwi336d" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"19" "1" "1" NA NA NA "24" "1" "3" "1" "90" "2" "2" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "9cjjs4piq3t12iltsfon52h91" "Defender" NA "1" "7" NA NA NA NA NA "1" "1" "1" "1" "2" NA NA NA "2" FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"35" NA "1" NA NA NA "37" "1" "5" "1" "90" NA "4" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "49tbu841s20wivafeostkffmd" "Defensive Midfielder" NA NA NA NA NA NA NA NA NA NA "5" "3" NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"15" NA "1" NA NA NA "24" "1" "1" "1" "89" NA "11" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8gxse7h6ucubo3weq7sp9dnf9" "Midfielder" NA NA "1" "1" NA NA "1" NA NA NA "2" "1" NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA "1" NA NA NA NA NA
"16" NA "1" NA NA NA "21" "1" "4" "1" "89" NA "10" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8etvu6b9z7sm2rg3wqkmchk9h" "Midfielder" NA NA NA "1" NA NA NA NA NA NA "1" "4" "3" NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"16" NA "1" NA NA NA "24" "1" "1" "1" "90" NA "8" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "c4tkrrhs6o8ii0wnmi5y66cwl" "Midfielder" NA "4" NA NA NA "1" "1" NA NA "4" "6" "1" "2" "1" NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"14" NA "1" NA NA NA "28" "1" "3" "1" "90" "1" "7" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "5qxvej7pcqqr989sba7k0jv85" "Midfielder" NA "1" NA NA NA "1" "2" NA NA "1" "4" "2" NA NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"11" NA "1" NA NA NA "19" "1" NA "1" "90" NA "9" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "10d8jj5vwrmib55tth0isfvft" "Striker" NA "3" NA NA "1" "2" NA NA NA "2" "2" NA "2" NA NA NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA "1" NA "0" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "90i1zt922wb519mbo8hzwwpg5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA "2" NA NA NA "1" NA "0" "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "et6offb5y91ch6mlol3dwcd0p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "c0my4y3kjf7jbbfujj5l8e8yx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "ainli27xiinwmtncalaagu9qt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "40drqeciuqe2j07g5cnc6xf55" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "dtug7lsozk7zdhf415pp3s25l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "bo5e35lsptja0pnlvk1y38dex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8zpj2ov0kc2d7a2b14ys2y8dl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "20ccu2ngcfo3cvczhzk682ju1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "3rh7yurfuhun7zvoymgjb7g7p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "8d5m2pedthr0x9cvfid6ytjl6" NA NA NA NA NA NA NA
"16" NA "1" "2" NA "5" "22" "1" NA NA "90" NA "1" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "alr6k5xokhqe1xi6a5kdyj7x1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"50" NA "1" NA NA NA "57" "1" "1" NA "90" "1" "3" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "f30p9xqwupzhhiitqubpi79bd" "Defender" NA "3" "13" NA "3" "1" "2" NA NA NA NA "1" "1" NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA "1" NA NA NA NA NA
"29" "1" "1" NA NA NA "42" "1" "1" NA "78" "5" "6" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "3taxlkn9lb7otwvgbx9gyo82x" "Defender" NA "2" NA "1" "1" "1" NA NA NA "1" NA "1" NA NA NA NA "1" TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"36" NA "1" NA NA NA "45" "1" "5" NA "90" "2" "5" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "5mcszf3yuxwxcggl8ds2v1a7d" "Defender" NA "1" "1" NA "1" NA NA NA NA NA NA "3" "1" NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"27" NA "1" NA NA NA "41" "1" "4" NA "90" NA "2" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "d7ajth6q3ebg8yrf65uqc8xrd" "Defender" NA NA "16" NA NA NA NA NA NA NA "1" "4" NA NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"19" NA "1" NA NA NA "30" "1" "3" NA "90" NA "8" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "ccy7sflcnyiaf9c9j4c9p92ax" "Midfielder" "1" "6" NA NA "3" "4" "4" NA NA "2" NA "3" "2" NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"66" NA "1" NA NA NA "74" "1" "4" NA "90" "1" "4" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8b0298g1v7is9trk01ruzvmy1" "Midfielder" NA NA NA NA NA NA NA NA NA NA NA "4" "1" NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"28" NA "1" NA NA NA "34" "1" "1" NA "69" NA "7" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "eko9p1p9gjg7gxjla6chb6i95" "Midfielder" NA "3" NA "1" "1" NA NA NA NA "2" NA "1" NA "1" NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"26" NA "1" NA NA NA "33" "1" "3" NA "65" NA "11" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "ct4fyrkcvk3i01xiz1wpsyuw9" "Striker" NA NA NA "1" NA NA NA NA NA NA NA "3" "1" NA NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA "1" NA NA NA NA NA
"37" NA "1" NA NA NA "43" "1" "1" NA "90" NA "9" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "6wn8b28z58phojo0llfp291at" "Striker" NA "4" "2" NA "1" "2" NA NA NA "3" "1" "1" NA NA NA NA "2" TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA "1" NA NA NA NA NA
"29" NA "1" NA NA NA "38" "1" "5" NA "90" NA "10" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "1wlzoku6j132t554imm0co99l" "Striker" NA "3" NA NA "1" "1" "1" NA NA "2" NA "5" "5" "2" NA NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"11" NA NA NA NA NA "13" NA NA NA "25" NA "0" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "dm9vc2mqtbb982sx6kkd992ax" "Substitute" NA "1" NA NA NA NA "2" NA NA "1" NA NA NA "1" "1" NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "85cmw667ykiku1pzcj07jreg9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8jjzpbk3j5fxeorh9o5rwdzhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"10" NA NA NA NA NA "13" NA NA NA "21" NA "0" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "cjgr7t23bk1l43hegrkmtslih" "Substitute" "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "2iu88022lwj2uxr1hn0og7qax" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"6" NA NA NA NA NA "8" NA NA NA "12" NA "0" "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "757os3ykn2cuocj7tr4dqnw89" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "3eb2tx4nx4etwvuo3bnnl3lk9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "8yebzwn5wynngu33kqcsh1fbp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2iov14xe52swx77rz85oa3dss" "France U20" "apyrn1qvctg6lic36h20kc9ux" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"6" "1" "4" "6" NA "7" "16" "1" NA NA "90" NA "1" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "e1ypeaft8bwr821ei566rviz9" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"8" NA "4" NA NA NA "22" "1" "6" NA "90" "1" "3" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "4xrl4gva358l1skuyimvhbfxm" "Defender" NA NA "18" NA NA NA NA NA NA NA NA "5" NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"9" NA "4" NA NA "11" "23" "1" "3" NA "90" "7" "6" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "2cryatgmn7575djxwusoidotl" "Defender" NA NA NA NA NA NA NA NA "1" NA "2" "3" NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"10" "7" "4" NA NA NA "20" "1" "5" NA "90" "7" "5" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "69akzqadb0h0p48hflyer64tl" "Defender" NA NA NA NA NA NA NA NA NA NA "1" "4" "1" NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"13" NA "4" NA NA NA "30" "1" "4" NA "90" "2" "2" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "de25us6l7iuvy3xr0azd267e1" "Defender" NA NA "19" NA NA NA NA NA NA NA NA "3" NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"14" "1" "3" NA NA NA "18" "1" "7" NA "73" "1" "4" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "a9mtscl2ilg2r70u5we1o2x9l" "Defensive Midfielder" NA "1" NA "1" NA NA NA NA NA "1" "2" "6" NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"33" NA "4" NA NA NA "43" "1" "9" NA "90" "2" "8" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "dy5ar8kox07arbuc51hkv4lhx" "Defensive Midfielder" NA NA NA NA NA NA NA NA NA NA "4" "8" NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"12" NA "4" NA NA NA "21" "1" NA NA "90" NA "11" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "5jlxuznpt6rc53j7j6icifj6x" "Attacking Midfielder" "1" "1" "1" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
"11" NA "4" NA NA NA "18" "1" "1" NA "90" NA "10" "2018-08-05Z" "axw4ydgqef7eybo6bs6crwi7x" "Ghana U20" "dyesyexrukvdjvsw1bnn4pxat" "Attacking Midfielder" NA "2" NA NA NA NA NA NA NA "2" NA "1" NA "1" NA NA "1" FALSE "1zgpsnrwif9cu3jaq9drsc31m" NA NA NA NA NA NA NA
