"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "lostCorners" "totalScoringAtt" "totalThrows" "totalTackle" "shotOffTarget" "fouls" "wasFouled" "ontargetScoringAtt" "goals" "totalSubOff" "wonCorners" "yellowCard" "cornerTaken" "totalSubOn" "stats[2, ]" "local" "id_partido" "blockedScoringAtt" "totalOffside" "goalAssist" "cleanSheet" "ownGoals" "redCard" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "penaltySave" "secondYellow"
"23" "2" "2" "10" "43" "1" "90" NA "1" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2f5hdor2uv8hfxnieyvivsesp" "Goalkeeper" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"27" "2" NA NA "32" "1" "90" "5" "3" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "bibz1qxakmbflq73marmo4nop" "Defender" "2" "1" "2" "10" "4" "1" "1" NA NA NA NA "1" NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" "1" NA NA NA NA NA NA NA NA NA NA NA
"39" "2" NA NA "47" "1" "90" "8" "6" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "178x7qayi0zn7c24tkyl02yuh" "Defender" "5" NA "1" NA "7" "1" "1" "1" NA NA NA NA NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"21" "2" NA NA "26" "1" "90" "3" "5" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "280fh7f5q9lud8lk8reyu7fxm" "Defender" "2" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"15" "2" NA NA "17" "1" "90" "3" "2" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "8zs4ev8k1v0bs7dzqscxbyy95" "Defender" NA NA NA "14" NA NA NA "1" NA NA NA "1" NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"23" "2" NA NA "30" "1" "90" "1" "4" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "aobbheercpi5mwllpi7crnzzd" "Defensive Midfielder" NA NA "1" NA "1" NA "1" "1" NA NA NA "2" NA "4" NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" "1" NA NA NA NA NA NA NA NA NA NA NA
"22" "1" NA NA "25" "1" "76" "2" "8" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "awxjnhn762q09xe59hozfjsa1" "Defensive Midfielder" "2" NA "1" NA "3" NA "3" NA NA NA "1" NA NA "1" NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" "1" NA NA NA NA NA NA NA NA NA NA NA
"7" "2" NA NA "8" "1" "86" "1" "11" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "12aiyv96y3vl94r227c1xnld5" "Attacking Midfielder" "1" NA NA NA "2" NA "1" NA NA NA "1" "2" NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"14" "2" NA NA "16" "1" "83" "1" "10" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "f1fqy6hf0ifxdxexlqldcuwo9" "Attacking Midfielder" NA NA "4" NA NA "1" NA NA "1" NA "1" "1" NA "3" NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" "2" NA NA NA NA NA NA NA NA NA NA NA
"15" "2" NA NA "22" "1" "90" NA "7" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2c796ozt5nw1l8n61cwtv9all" "Attacking Midfielder" "2" NA "4" NA "3" NA NA "3" NA NA NA "1" NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" "4" "1" NA NA NA NA NA NA NA "1" NA NA
"12" "2" NA NA "16" "1" "90" NA "9" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2mhcqwpftx46hwl2r7smhog6h" "Striker" "1" NA "5" NA "1" "3" NA "3" "2" "1" NA NA NA NA NA NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "4" NA "0" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "75heh0647vepncl0a1x0lbh7t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "1" NA NA "9" NA "14" NA "0" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "ef8hbayqx2yv2vqhgm2wranl5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "7asf8x36drurn0igq0iilyvhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "1zog7ueij0s0tebs0kwyzp52h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "czhpzk696i2v54hpk9x2auw9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "bkcsemz8a4gie4v9z1u4h6221" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "2" NA "7" NA "0" "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "du9vq193cqx7gmve30eijws15" "Substitute" NA NA "1" NA NA NA "3" NA NA NA NA NA NA NA "1" NA TRUE "aatiklnqah07qh4jxzos8fy3u" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "a682gvlx9cc1t4efp0qqae7s9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"18" "1" "2" "11" "21" "1" "90" "2" "1" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "1xby8xmlvh1g5j4sw2eorcl49" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA "1" "1" NA NA NA NA
"25" "1" NA NA "28" "1" "45" "2" "3" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "dr5d292l31grujw2cjjyx4cq2" "Defender" "1" "1" NA "18" "2" NA "1" NA NA NA "1" NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"62" "1" NA NA "69" "1" "90" "7" "6" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4nxwulhcslrexfhyo83lj8kix" "Defender" "2" NA NA NA "3" NA "2" NA NA NA NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" "1" NA NA NA
"53" "1" NA NA "59" "1" "90" "4" "5" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "cvaxfefhg7om26x0gnqnpw3xl" "Defender" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"25" "1" NA NA "32" "1" "90" "2" "2" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "94vz9l4bhvsvs9909kksvs3qh" "Defender" "6" "2" "1" "8" "7" "1" NA "3" NA NA NA "1" NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"35" "1" NA NA "41" "1" "83" "3" "4" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "d7k81mlt4vh9lex8fd10tigh5" "Defensive Midfielder" NA NA NA NA NA NA "2" NA NA NA "1" NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"21" "1" NA NA "29" "1" "90" NA "11" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9c9v6wjh3fufmds8nm5aqfmcp" "Midfielder" "1" "1" "2" NA "1" "1" NA NA "1" "1" NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"43" "1" NA NA "50" "1" "90" "1" "10" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "5e13xwlorl1gjrnjjtfnzawa1" "Midfielder" "2" "1" NA NA "2" NA NA "3" NA NA NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"32" "1" NA NA "37" "1" "90" NA "8" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "2bdwdmbf1ty0nwmu6hjysupk9" "Midfielder" "1" NA "2" NA "3" "2" "1" "2" NA NA NA NA NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA "1" NA NA NA NA "1" NA NA NA NA
"15" "1" NA NA "19" "1" "63" "1" "7" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evlxqujazgf6wz7gy97g73aw9" "Midfielder" "2" "1" "1" NA "3" NA NA "1" "1" NA "1" NA NA "2" NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
"15" "1" NA NA "26" "1" "90" "1" "9" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "drtfhsho2kjit9gfq6u9eujmx" "Striker" NA NA "3" NA "1" "2" "3" "1" "1" NA NA "1" NA NA NA NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA "1" NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9y1n41aljqama1mq47794h621" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "7" "2" "0" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4llri4uovs43vn8bi0rbn6b55" "Substitute" NA "1" NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4xnor5gc2lnpk1siip7yj4lih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9fpb7g8ij9dqtuqhnimy5fap5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA NA "8" NA "27" NA "0" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "42g32g8di9nd4fol12sjj4nvt" "Substitute" "1" NA "1" NA "2" "1" NA "1" NA NA NA NA NA NA "1" NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"13" NA NA NA "17" NA "45" "2" "0" "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "avrafbh1kctz4io6h1fthedih" "Substitute" "1" "1" "1" "5" "1" NA NA NA "1" "1" NA NA NA NA "1" NA FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evdhe2j9k1smuk1ul7woo3h0p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "cdtqwtqf0k8ej2lwipsu00huy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "ue21v40lpfq648asxkvmvfje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-22Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "nl4z5xwpj7p65ieckie8dfqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "aatiklnqah07qh4jxzos8fy3u" NA NA NA NA NA NA NA NA NA NA NA NA
"37" "1" "1" "9" "41" "1" "90" NA "1" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2f5hdor2uv8hfxnieyvivsesp" "Goalkeeper" NA NA NA NA NA NA NA "2" NA NA NA NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"12" NA NA NA "20" "1" "62" "4" "3" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "7asf8x36drurn0igq0iilyvhl" "Defender" NA NA NA "5" NA NA "2" NA NA NA "1" NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"55" "1" NA NA "65" "1" "90" "2" "6" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "ef8hbayqx2yv2vqhgm2wranl5" "Defender" "2" NA "1" "1" "2" "1" NA "2" NA NA NA NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"42" "1" NA NA "55" "1" "90" "9" "5" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "178x7qayi0zn7c24tkyl02yuh" "Defender" "5" NA "1" NA "7" "1" "1" "2" NA NA NA NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"25" "1" NA NA "32" "1" "90" "4" "2" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "aobbheercpi5mwllpi7crnzzd" "Defender" "3" NA NA "18" "3" NA "1" NA NA NA NA NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"23" "1" NA NA "28" "1" "71" NA "4" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "f1fqy6hf0ifxdxexlqldcuwo9" "Defensive Midfielder" "3" NA "4" NA "4" "2" NA "2" "1" NA "1" NA NA "4" NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" "1" NA NA NA NA NA NA NA NA NA NA NA
"24" "1" NA NA "35" "1" "90" NA "8" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "7at6knpizbafid4br861pi6zt" "Defensive Midfielder" "2" NA "1" NA "3" "1" "4" "1" NA NA NA NA NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "4" "1" "61" NA "11" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "c33oh82hdxlybi7htir8vrxex" "Attacking Midfielder" NA NA "2" NA NA "1" "2" "1" "1" NA "1" "1" NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA "1" NA NA NA NA NA NA NA NA NA NA
"23" "1" NA NA "29" "1" "90" NA "10" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "12aiyv96y3vl94r227c1xnld5" "Attacking Midfielder" NA NA "5" NA NA "2" "2" "2" "1" NA NA "1" "1" NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" "2" NA "1" NA NA NA NA NA NA NA NA NA
"19" "1" NA NA "28" "1" "90" NA "7" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2c796ozt5nw1l8n61cwtv9all" "Attacking Midfielder" "1" NA "3" "1" "1" "1" "1" "7" "1" NA NA "3" NA "1" NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" "1" NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "9" "1" "90" "1" "9" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2mhcqwpftx46hwl2r7smhog6h" "Striker" "1" NA "6" NA "1" "3" "1" "2" "3" "1" NA "1" NA NA NA NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA "1" NA NA NA NA NA NA NA NA NA NA
"4" "1" NA NA "7" NA "29" NA "0" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "75heh0647vepncl0a1x0lbh7t" "Substitute" NA NA "2" NA NA "1" "2" NA "1" "1" NA NA NA NA "1" NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "10" NA "28" NA "0" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "8zs4ev8k1v0bs7dzqscxbyy95" "Substitute" "2" NA NA "2" "2" NA NA NA NA NA NA NA NA NA "1" NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "280fh7f5q9lud8lk8reyu7fxm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "1zog7ueij0s0tebs0kwyzp52h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "czhpzk696i2v54hpk9x2auw9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "bkcsemz8a4gie4v9z1u4h6221" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "du9vq193cqx7gmve30eijws15" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "a682gvlx9cc1t4efp0qqae7s9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA NA "9" NA "19" NA "0" "2017-10-07Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "awxjnhn762q09xe59hozfjsa1" "Substitute" "1" NA "1" NA "1" NA NA NA "1" NA NA NA NA "1" "1" NA TRUE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"17" "2" "6" "17" "39" "1" "90" "2" "1" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "41lrchv43daa7wylh0nlcczxl" "Goalkeeper" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"5" "2" NA NA "16" "1" "90" "2" "3" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "8wyp52wdroobxnmgluakbuo6h" "Defender" "1" NA NA "8" "2" NA "2" "1" NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "2" NA NA "11" "1" "90" "6" "6" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "5bj63wkiu236au83tq8hiu67d" "Defender" NA "1" NA NA NA NA "2" "2" NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "2" NA NA "21" "1" "90" "5" "5" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "ecd8biit041jkxew2a8a6kdt5" "Defender" "2" "2" NA NA "3" NA "3" NA NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"11" "2" NA NA "14" "1" "90" "2" "2" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "7w31x4mzvni93au9r7ney2usq" "Defender" "2" NA NA "6" "3" NA NA "3" NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "1" NA NA "11" "1" "70" NA "11" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "f1o5z3is3rbbopp0jbr6p6l0p" "Midfielder" NA NA "3" NA NA "1" NA "3" "1" NA "1" NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" "1" NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "9" "1" "45" NA "8" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "atvrcv5uvk31pxqk4wf6bs2y1" "Midfielder" "2" NA "1" NA "2" "1" "1" "1" NA NA "1" NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"21" "2" NA NA "30" "1" "90" NA "4" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "880or6l86xi5mg7dcqej6psyx" "Midfielder" "3" "1" NA NA "3" NA "3" "1" NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "2" NA NA "14" "1" "90" NA "7" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "1gl1po7x7y97sy579io58eort" "Midfielder" NA NA "2" NA NA "2" "2" "2" NA NA NA NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA "1" NA NA NA NA NA NA NA NA NA
"6" "2" NA NA "6" "1" "90" NA "9" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "f05yipvoj7pm3a98u1edz1q09" "Striker" NA NA "2" NA NA "1" "3" NA "1" "1" NA NA "1" NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA "2" NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "9" "1" "75" NA "10" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "1jow4j7bes3wqdxvsa37zhkh5" "Striker" "2" NA "1" NA "2" "1" "2" "2" NA NA "1" NA NA NA NA NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "9c16ht9hisq3q1vapanijfo16" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "at9jab3qv8j4azup6qd5ggui2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "cb8o8l688w6ozwhklub9ftxbd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
"4" "1" NA NA "7" NA "15" NA "0" "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "ezin0wbshm3pumv7y3wiun8ix" "Substitute" "1" NA NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "18lylxo9rer7l7optxsyci5zc" "Costa Rica U17" "bpau9ohcutwsp8htf0qvxzr3d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y3kk4d3zaol9phr0vz1ikm0a" NA NA NA NA NA NA NA NA NA NA NA NA
